mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit
2.23585513,1,1.0,6,0.499975397,29,0.191295247,5,0.389220488,-1,-1,137.626729
2.9342627,1,1.0,6,0.499982168,50,0.203820159,29,0.0165545884,5,0.259483334,241.467348
1.90773664,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,56,0.0140437348,174.583435
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748
1.96802097,1,1.0,6,0.499982168,83,0.0402709493,50,0.0059078307,5,0.129741667,184.005517
2.52846327,1,1.0,6,0.499982168,50,0.0856635451,56,0.130223723,-1,-1,281.343009
3.45154191,1,1.0,6,0.499982168,74,0.0724778518,51,0.0460825352,50,0.076801799,321.521457
2.05995155,1,1.0,6,0.499975397,51,0.0748832512,5,0.410843848,56,0.0204270137,157.721708
2.25907132,1,1.0,6,0.499975397,50,0.0807394165,29,0.0588600761,5,0.281103686,167.142616
1.90350312,1,1.0,6,0.499982168,50,0.0664630953,56,0.0191505475,-1,-1,174.866044
3.63810885,1,1.0,6,0.499982168,83,0.0402709493,74,0.085829035,51,0.0316817429,367.359973
1.92710578,1,1.0,6,0.499982168,83,0.0402709493,5,0.194612501,-1,-1,171.713533
1.84114276,1,1.0,6,0.499982168,51,0.0172809507,50,0.0324930688,56,0.0331942823,174.270856
2.05747715,1,1.0,6,0.499975397,51,0.063362751,29,0.0367875475,5,0.583830732,133.962003
3.09601396,1,1.0,6,0.499982168,74,0.114438713,5,0.648708336,-1,-1,238.045854
2.67085349,1,1.0,6,0.499975397,74,0.041960375,29,0.136113926,-1,-1,215.644615
2.3205338,1,1.0,6,0.499975397,83,0.0481008538,51,0.0288012505,5,0.259480325,212.352322
2.71890888,1,1.0,6,0.499975397,74,0.0559471666,29,0.0956476236,-1,-1,231.777208
1.68427195,1,1.0,6,0.499982168,83,0.00922875921,50,0.0206774074,5,0.567619794,102.248752
2.16521924,1,1.0,6,0.499982168,74,0.0419608616,29,0.044145569,-1,-1,189.826758
2.5003739,1,1.0,6,0.499982168,50,0.076801799,56,0.137883942,-1,-1,281.250011
2.07941559,1,1.0,6,0.499982168,74,0.0276560224,51,0.0273615052,50,0.0177234921,191.049594
3.21924494,1,1.0,6,0.499982168,74,0.0209804308,50,0.203820159,-1,-1,293.511533
2.19854476,1,1.0,6,0.499975397,83,0.0257283637,50,0.0551391137,5,0.410843848,173.397289
2.3905692,1,1.0,6,0.499975397,51,0.103684502,50,0.031508065,-1,-1,220.425013
3.45154191,1,1.0,6,0.499982168,74,0.0724778518,51,0.0460825352,50,0.076801799,321.521457
2.76897452,1,1.0,6,0.499982168,51,0.12960713,50,0.0324930688,56,0.0612817519,281.571642
1.90773664,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,56,0.0140437348,174.583435
2.47345164,1,1.0,6,0.499975397,83,0.0234911147,50,0.096493449,-1,-1,240.949574
1.80650271,1,1.0,6,0.499982168,51,0.0360019806,29,0.044145569,5,0.30813646,121.678201
1.99035504,1,1.0,6,0.499982168,51,0.025921426,50,0.0443087302,29,0.0331091767,168.724824
1.77782807,1,1.0,6,0.499982168,83,0.0176185403,51,0.0216011884,5,0.389225002,126.639403
2.21236745,1,1.0,6,0.499975397,50,0.108308973,5,0.324350406,-1,-1,170.003697
2.71890888,1,1.0,6,0.499975397,74,0.0559471666,29,0.0956476236,-1,-1,231.777208
2.15532675,1,1.0,6,0.499975397,83,0.0246097392,51,0.0518422508,5,0.454090569,166.491423
2.51931142,1,1.0,6,0.499975397,83,0.0145421186,50,0.031508065,29,0.150828945,202.542103
1.7943627,1,1.0,6,0.499982168,50,0.0428317725,29,0.0275909806,5,0.340571876,120.063778
1.93997044,1,1.0,6,0.499975397,51,0.063362751,5,0.800064336,-1,-1,116.709997
1.76296775,1,1.0,6,0.499982168,51,0.0547230105,5,0.356789585,-1,-1,121.165473
2.13936788,1,1.0,6,0.499975397,74,0.0406888484,5,0.475713929,56,0.0272360183,164.987156
2.2278449,1,1.0,6,0.499975397,51,0.0345615006,50,0.0768009084,5,0.281103686,175.781522
2.83259784,1,1.0,6,0.499982168,50,0.138834021,29,0.104845726,5,0.454095835,204.834487
2.04186571,1,1.0,6,0.499982168,83,0.0352370806,51,0.012960713,50,0.0132926191,206.492047
2.56486668,1,1.0,6,0.499975397,83,0.0167793676,74,0.0305166363,51,0.0595225843,253.456237
2.74679817,1,1.0,6,0.499975397,74,0.0724770113,51,0.0134405835,50,0.0118155244,265.248891
1.89963186,1,1.0,6,0.499982168,50,0.0694170107,29,0.0110363922,5,0.145959376,148.922643
2.17346117,1,1.0,6,0.499975397,50,0.102401211,5,0.389220488,-1,-1,161.430509
1.85023283,1,1.0,6,0.499982168,51,0.0547230105,56,0.0280874696,-1,-1,174.129391
3.40851724,1,1.0,6,0.499982168,83,0.0922875921,74,0.0209804308,51,0.0403222183,375.413352
3.1629054,1,1.0,6,0.499982168,83,0.0184575184,50,0.203820159,-1,-1,296.727679
2.17472606,1,1.0,6,0.499975397,83,0.0357959842,50,0.031508065,5,0.475713929,170.426907
2.3905692,1,1.0,6,0.499975397,51,0.103684502,50,0.031508065,-1,-1,220.425013
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748
3.2581998,1,1.0,6,0.499982168,83,0.0822198548,51,0.0892849119,-1,-1,351.042676
2.80149773,1,1.0,6,0.499982168,51,0.135367447,50,0.0354469842,56,0.0536215329,281.63706
2.51430887,1,1.0,6,0.499982168,83,0.0335591244,51,0.0864047534,5,0.973062504,177.67574
1.85023283,1,1.0,6,0.499982168,51,0.0547230105,56,0.0280874696,-1,-1,174.129391
2.43387275,1,1.0,6,0.499975397,51,0.0652828344,50,0.031508065,29,0.0735750951,206.060447
2.84353015,1,1.0,6,0.499982168,51,0.184330141,56,0.0408545012,-1,-1,281.563107
2.14915184,1,1.0,6,0.499982168,83,0.0218134309,74,0.0324243021,-1,-1,215.242541
1.99723976,1,1.0,6,0.499982168,51,0.0230412676,50,0.0384008995,29,0.0496637651,165.607895
2.15783362,1,1.0,6,0.499975397,83,0.0503381028,5,0.540584011,-1,-1,170.134584
2.88497305,1,1.0,6,0.499982168,50,0.183142752,56,0.0459613139,-1,-1,282.356957
2.56189543,1,1.0,6,0.499975397,74,0.0317881629,50,0.0886164328,-1,-1,239.274705
2.18217859,1,1.0,6,0.499982168,83,0.0100677373,74,0.0457754854,-1,-1,212.512132
3.70502878,1,1.0,6,0.499982168,74,0.112531402,50,0.0620322223,-1,-1,346.048555
2.81764748,1,1.0,6,0.499982168,74,0.0972729064,5,0.940627087,-1,-1,196.070397
2.91795849,1,1.0,6,0.499982168,83,0.0738300737,51,0.0662436443,5,0.421660418,268.182164
2.51430887,1,1.0,6,0.499982168,83,0.0335591244,51,0.0864047534,5,0.973062504,177.67574
2.18367617,1,1.0,6,0.499975397,29,0.158186454,5,0.302727046,56,0.0221292649,150.537717
2.55617979,1,1.0,6,0.499975397,83,0.0346773597,29,0.143471435,-1,-1,218.928679
1.99121105,1,1.0,6,0.499982168,83,0.0125846717,51,0.0489626936,50,0.0162465344,185.462769
2.24240726,1,1.0,6,0.499975397,74,0.0457749545,5,0.259480325,56,0.0374495252,198.983181
1.79022736,1,1.0,6,0.499982168,74,0.0286096783,5,0.486531252,-1,-1,115.741012
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748
3.37863985,1,1.0,6,0.499982168,83,0.105711242,50,0.0236313228,29,0.0496637651,361.115038
1.85161938,1,0.872571337,6,0.4362642,74,0.018861459,5,1.0,-1,-1,94.1597276
1.90745934,1,1.0,6,0.499982168,51,0.0187210299,29,0.0800138438,56,0.0229806569,159.369654
3.41304773,1,1.0,6,0.499982168,74,0.0228877427,29,0.375237336,-1,-1,229.954011
2.23908814,1,1.0,6,0.499975397,50,0.112247481,5,0.281103686,-1,-1,175.997231
1.76296775,1,1.0,6,0.499982168,51,0.0547230105,5,0.356789585,-1,-1,121.165473
2.67161621,1,1.0,6,0.499982168,51,0.0576031689,50,0.0738478837,56,0.0893692215,281.568313
2.43559891,1,1.0,6,0.499975397,74,0.0127152651,51,0.115205002,-1,-1,227.391691
2.19752489,1,1.0,6,0.499975397,83,0.0335587352,51,0.0403217506,5,0.410843848,177.961158
3.76419723,1,1.0,6,0.499982168,74,0.122067961,50,0.0472626456,-1,-1,352.171557
2.38369189,1,1.0,6,0.499982168,74,0.0324243021,5,0.551402085,56,0.117456691,216.973211
1.69911807,1,1.0,6,0.499982168,51,0.0230412676,5,0.243265626,56,0.0370243917,135.04938
3.03484135,1,1.0,6,0.499982168,51,0.0662436443,29,0.248318826,56,0.0306408759,239.283183
2.76675819,1,1.0,6,0.499982168,50,0.153603598,56,0.0714953772,-1,-1,282.051436
3.19931938,1,1.0,6,0.499982168,83,0.0620843802,51,0.123846813,-1,-1,332.339069
2.18067063,1,0.616609928,6,0.308293968,51,0.0532780287,5,1.0,-1,-1,116.120491
2.03155593,1,1.0,6,0.499982168,74,0.0448218294,5,0.129741667,56,0.00638351582,175.643418
,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2.02977348,1,1.0,6,0.499982168,83,0.0134236498,50,0.0354469842,29,0.0551819612,174.94846
3.57915942,1,1.0,6,0.499982168,83,0.0553725553,74,0.068663228,51,0.0316817429,370.834765
2.16025098,1,0.581707479,6,0.290843366,50,0.0463944955,5,1.0,-1,-1,110.661285
2.63736191,1,1.0,6,0.499982168,83,0.0268472995,50,0.118156614,5,0.778450003,195.083442
2.56618792,1,1.0,6,0.499975397,83,0.0659988459,50,0.00984627031,29,0.0220725285,276.54675
1.932126,1,1.0,6,0.499982168,29,0.132436707,5,0.113523959,56,0.00638351582,134.865398
1.97756836,1,1.0,6,0.499982168,51,0.0576031689,50,0.0147695767,29,0.0275909806,169.536657
3.2581998,1,1.0,6,0.499982168,83,0.0822198548,51,0.0892849119,-1,-1,351.042676
1.81034507,1,1.0,6,0.499982168,83,0.0310421901,5,0.373007293,-1,-1,136.660026
3.74357065,1,1.0,6,0.499982168,74,0.104902154,29,0.137954903,-1,-1,309.22762
2.67989763,1,1.0,6,0.499982168,83,0.0167795622,50,0.144741852,5,0.681143753,200.942771
2.03936509,1,1.0,6,0.499982168,83,0.0310421901,50,0.0339700265,-1,-1,202.553092
2.12118905,1,0.56055448,6,0.280267244,51,0.040362143,5,1.0,-1,-1,106.745917
2.26177852,1,1.0,6,0.499975397,83,0.0581684744,5,0.389220488,-1,-1,198.004384
2.09514587,1,1.0,6,0.499982168,83,0.0125846717,74,0.0257487105,51,0.025921426,201.415806
3.33544044,1,1.0,6,0.499982168,74,0.051497421,51,0.0633634858,50,0.0915713758,309.552305
2.15122286,1,1.0,6,0.499982168,74,0.0438681735,51,0.00864047534,50,0.0118156614,201.305666
2.53408668,1,1.0,6,0.499975397,83,0.0548126009,50,0.0413543353,-1,-1,270.996917
2.52629294,1,1.0,6,0.499975397,83,0.0581684744,51,0.0345615006,-1,-1,274.249334
1.80166317,1,1.0,6,0.499982168,74,0.0295633343,5,0.470313544,-1,-1,117.982422
1.80650271,1,1.0,6,0.499982168,51,0.0360019806,29,0.044145569,5,0.30813646,121.678201
2.26177852,1,1.0,6,0.499975397,83,0.0581684744,5,0.389220488,-1,-1,198.004384
1.99127782,1,1.0,6,0.499982168,51,0.0374420598,50,0.0251082805,29,0.0469046671,166.011134
2.5456491,1,1.0,6,0.499975397,83,0.0626429724,51,0.00960041682,50,0.0177232866,279.163133
2.8398799,1,1.0,6,0.499982168,51,0.181449982,50,0.0236313228,5,0.291918751,238.859424
3.44756201,1,1.0,6,0.499982168,74,0.0781997875,51,0.112326179,-1,-1,324.559077
2.22913716,1,1.0,6,0.499975397,51,0.113284918,5,0.237856965,-1,-1,181.508724
1.9636042,1,1.0,6,0.499982168,51,0.070563882,50,0.0162465344,-1,-1,174.906634
2.1020108,1,1.0,6,0.499975397,74,0.0381457954,5,0.540584011,56,0.0255337672,155.703622
1.91306112,1,1.0,6,0.499982168,74,0.034331614,5,0.194612501,56,0.015320438,158.496908
2.38031293,1,0.734059438,6,0.367016629,83,0.0468053448,5,1.0,-1,-1,154.479068
2.08937006,1,1.0,6,0.499975397,51,0.0518422508,56,0.0731967992,-1,-1,219.093436
1.89439799,1,1.0,6,0.499982168,51,0.0460825352,29,0.0331091767,56,0.0204272506,167.906987
2.76872792,1,1.0,6,0.499982168,74,0.0781997875,5,0.486531252,56,0.0612817519,244.463413
2.05747715,1,1.0,6,0.499975397,51,0.063362751,29,0.0367875475,5,0.583830732,133.962003
2.35355823,1,1.0,6,0.499982168,51,0.0288015845,56,0.178738443,-1,-1,280.616072
3.1978504,1,1.0,6,0.499982168,83,0.0352370806,50,0.174281006,-1,-1,310.03292
1.7703493,1,1.0,6,0.499982168,29,0.0938093341,5,0.421660418,-1,-1,103.694233
2.52629294,1,1.0,6,0.499975397,83,0.0581684744,51,0.0345615006,-1,-1,274.249334
2.70446709,1,1.0,6,0.499975397,83,0.0391518578,74,0.044503428,-1,-1,286.586102
2.81481717,1,1.0,6,0.499982168,51,0.152648398,29,0.0827729419,5,0.389225002,214.558775
2.09429135,1,1.0,6,0.499982168,74,0.017165807,29,0.115882119,-1,-1,162.067769
3.27380803,1,1.0,6,0.499982168,83,0.0704741613,50,0.112248783,-1,-1,340.477223
3.07361525,1,1.0,6,0.499982168,51,0.123846813,50,0.109294868,-1,-1,282.331989
3.10106581,1,1.0,6,0.499982168,51,0.0576031689,50,0.177234921,-1,-1,282.637655
2.29119281,1,0.592894161,6,0.296436508,74,0.0316633543,5,1.0,-1,-1,121.886437
3.13037642,1,1.0,6,0.499982168,74,0.116346025,5,0.616272919,-1,-1,243.302782
2.05961469,1,1.0,6,0.499975397,29,0.143471435,5,0.670324173,-1,-1,115.543226
1.63408382,1,1.0,6,0.499982168,29,0.0496637651,5,0.681143753,-1,-1,84.0897963
2.47786007,1,0.994532141,6,0.497248336,50,0.143950424,5,1.0,-1,-1,161.634924
3.85163542,1,1.0,6,0.499982168,83,0.0251693433,74,0.123975273,-1,-1,378.60635
2.26137808,1,1.0,6,0.499975397,51,0.0979242516,50,0.0196925406,5,0.194610244,188.069588
2.55617979,1,1.0,6,0.499975397,83,0.0346773597,29,0.143471435,-1,-1,218.928679
2.29461381,1,1.0,6,0.499975397,50,0.096493449,29,0.0404663023,5,0.216233604,178.846669
3.71844752,1,1.0,6,0.499982168,74,0.0991802183,29,0.154509491,-1,-1,302.604239
2.55633849,1,1.0,6,0.499975397,74,0.0305166363,50,0.0905856868,-1,-1,238.513067
2.08605504,1,1.0,6,0.499982168,74,0.0267023665,50,0.0472626456,-1,-1,190.706277
2.46974501,1,0.833256659,6,0.416613471,83,0.0601212323,5,1.0,-1,-1,172.240132
2.50694468,1,1.0,6,0.499975397,74,0.0279735833,51,0.0921640015,-1,-1,236.37677
2.26137808,1,1.0,6,0.499975397,51,0.0979242516,50,0.0196925406,5,0.194610244,188.069588
2.54619353,1,1.0,6,0.499975397,74,0.0330596894,51,0.0499221675,50,0.0354465731,239.70168
2.96199549,1,1.0,6,0.499982168,50,0.200866244,29,0.0275909806,5,0.227047918,244.136836
3.3265037,1,1.0,6,0.499982168,83,0.0771859861,50,0.059078307,29,0.0772547457,327.834803
3.78562602,1,1.0,6,0.499982168,83,0.0402709493,74,0.106809466,-1,-1,382.211192
2.7338444,1,1.0,6,0.499975397,74,0.0712054848,51,0.0268811671,-1,-1,264.289689
2.15841865,1,1.0,6,0.499975397,51,0.0441619174,50,0.0275695569,56,0.0561742878,219.537196
2.42258326,1,1.0,6,0.499975397,83,0.0178979921,51,0.103684502,-1,-1,235.331434
2.10967533,1,1.0,6,0.499975397,29,0.121398907,5,0.281103686,56,0.0408540275,157.435608
2.63982582,1,1.0,6,0.499975397,83,0.0592870989,74,0.0216159507,-1,-1,291.708717
2.54911388,1,1.0,6,0.499975397,83,0.0223724902,29,0.183937738,-1,-1,202.01733
2.4554145,1,1.0,6,0.499982168,51,0.0662436443,56,0.145544161,-1,-1,280.846114
1.59648123,1,1.0,6,0.499982168,51,0.0216011884,5,0.729796878,-1,-1,83.864776
2.81766038,1,1.0,6,0.499982168,51,0.192970616,5,0.194612501,56,0.0178738443,252.09278
3.19051058,1,1.0,6,0.499982168,74,0.0324243021,51,0.181449982,-1,-1,298.669997
2.59344586,1,1.0,6,0.499982168,29,0.281428002,5,0.940627087,-1,-1,142.481239
2.81676388,1,1.0,6,0.499982168,51,0.123846813,50,0.076801799,5,0.356789585,230.542691
2.73426314,1,1.0,6,0.499975397,74,0.0686624318,50,0.031508065,-1,-1,262.751093
2.52744824,1,1.0,6,0.499975397,83,0.0514567273,50,0.0472620975,-1,-1,267.561586
2.51142739,1,1.0,6,0.499982168,50,0.150649683,5,0.940627087,-1,-1,167.422394
2.69996297,1,1.0,6,0.499975397,74,0.0635763257,51,0.0192008336,50,0.0196925406,259.215059
1.77385015,1,1.0,6,0.499982168,74,0.0200267748,5,0.275701043,56,0.0280874696,139.082086
1.89610965,1,1.0,6,0.499982168,51,0.0619234066,50,0.0147695767,5,0.113523959,155.413535
3.11254026,1,1.0,6,0.499982168,51,0.132487289,50,0.0472626456,29,0.0993275302,263.930915
2.75392371,1,1.0,6,0.499982168,50,0.189050582,5,0.518966669,-1,-1,211.089703
1.66614501,1,1.0,6,0.499982168,29,0.0607001574,5,0.616272919,-1,-1,88.6059607
2.8853999,1,1.0,6,0.499982168,51,0.118086496,29,0.115882119,56,0.0459613139,260.494017
2.50679212,1,1.0,6,0.499975397,83,0.0469822293,51,0.0288012505,50,0.0256003028,262.867642
1.89703092,1,1.0,6,0.499982168,50,0.0561243916,29,0.0331091767,5,0.162177084,142.971597
2.54653202,1,1.0,6,0.499982168,51,0.0777642781,29,0.137954903,5,0.90819167,156.829882
2.02085476,1,1.0,6,0.499982168,83,0.0201354746,50,0.0531704763,-1,-1,192.478277
2.08556761,1,1.0,6,0.499982168,74,0.0305169902,51,0.0403222183,-1,-1,192.674226
2.32202063,1,1.0,6,0.499975397,51,0.111364835,50,0.00787701624,56,0.0136180092,220.063539
2.70123541,1,1.0,6,0.499975397,74,0.0508610606,29,0.110362643,-1,-1,225.72811
3.38997297,1,1.0,6,0.499982168,83,0.0889316797,29,0.148991295,-1,-1,321.321383
2.32634378,1,1.0,6,0.499975397,51,0.0499221675,29,0.106683888,56,0.0255337672,199.432864
2.11976421,1,1.0,6,0.499975397,51,0.0960041682,5,0.432467209,-1,-1,155.406296
2.52638126,1,1.0,6,0.499975397,83,0.0234911147,74,0.0190728977,51,0.0652828344,252.406151
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188
1.70870039,1,1.0,6,0.499982168,50,0.0162465344,29,0.0469046671,5,0.518966669,98.6830406
2.00534981,1,1.0,6,0.499982168,83,0.015101606,51,0.0201611091,50,0.0413548149,187.872471
1.74406902,1,0.770771348,6,0.38536671,50,0.0151784461,5,1.0,-1,-1,80.4047999
3.2313705,1,1.0,6,0.499982168,83,0.0637623364,51,0.0604833274,50,0.0620322223,334.126102
1.84099641,1,1.0,6,0.499982168,51,0.0518428521,56,0.0306408759,-1,-1,174.070275
1.97951529,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,29,0.0303500787,169.025961
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188
1.90773664,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,56,0.0140437348,174.583435
2.18856499,1,1.0,6,0.499975397,51,0.0825635847,56,0.0459607809,-1,-1,219.514971
2.60686668,1,1.0,6,0.499982168,83,0.083897811,5,0.973062504,-1,-1,201.119443
2.39171745,1,1.0,6,0.499982168,51,0.0432023767,56,0.165971411,-1,-1,280.704705
3.19051058,1,1.0,6,0.499982168,74,0.0324243021,51,0.181449982,-1,-1,298.669997
2.01944479,1,1.0,6,0.499982168,83,0.0192964965,50,0.0546474339,-1,-1,191.729698
2.54402724,1,1.0,6,0.499975397,83,0.0626429724,51,0.0134405835,50,0.0137847784,279.136648
2.14499635,1,1.0,6,0.499982168,74,0.0429145175,51,0.0144007922,50,0.00738478837,200.643915
2.44952874,1,1.0,6,0.499975397,51,0.0288012505,50,0.0669546381,29,0.0772538498,205.601928
2.39316622,1,1.0,6,0.499975397,83,0.0581684744,50,0.0177232866,5,0.194610244,232.820952
3.37408353,1,1.0,6,0.499982168,83,0.115778979,51,0.00576031689,50,0.0265852381,385.257998
2.17288564,1,1.0,6,0.499975397,51,0.0460820007,29,0.0478238118,56,0.0561742878,209.835398
1.97428365,1,1.0,6,0.499982168,51,0.038882139,50,0.0487396032,-1,-1,175.165045
2.70446709,1,1.0,6,0.499975397,83,0.0391518578,74,0.044503428,-1,-1,286.586102
3.02075356,1,1.0,6,0.499982168,83,0.0771859861,50,0.0708939684,5,0.324354168,286.561641
1.87475843,1,1.0,6,0.499982168,51,0.0273615052,29,0.0524228632,56,0.0280874696,164.157762
2.34107648,1,0.790525548,6,0.395248677,51,0.0364294214,50,0.0583786387,5,1.0,140.413051
2.81676388,1,1.0,6,0.499982168,51,0.123846813,50,0.076801799,5,0.356789585,230.542691
3.86544673,1,1.0,6,0.499982168,74,0.13160452,29,0.0607001574,-1,-1,342.822448
1.88812432,1,1.0,6,0.499982168,51,0.0662436443,56,0.0178738443,-1,-1,174.365507
2.53792097,1,1.0,6,0.499975397,74,0.0343312159,51,0.0825635847,-1,-1,240.248044
1.91505616,1,1.0,6,0.499982168,51,0.0316817429,50,0.0398778572,56,0.0140437348,174.771768
2.55167878,1,1.0,6,0.499975397,83,0.0268469882,29,0.169222719,-1,-1,207.957313
2.81766038,1,1.0,6,0.499982168,51,0.192970616,5,0.194612501,56,0.0178738443,252.09278
1.72454936,1,1.0,6,0.499982168,74,0.0228877427,5,0.583837502,-1,-1,103.260529
2.69445806,1,1.0,6,0.499982168,51,0.184330141,5,0.518966669,-1,-1,210.265157
1.66483756,1,1.0,6,0.499982168,51,0.0360019806,5,0.567619794,-1,-1,98.2339347
2.05995155,1,1.0,6,0.499975397,51,0.0748832512,5,0.410843848,56,0.0204270137,157.721708
2.87922366,1,1.0,6,0.499982168,29,0.353164552,5,0.518966669,-1,-1,170.486338
3.12230965,1,1.0,6,0.499982168,51,0.103685704,50,0.0797557144,29,0.0938093341,265.037578
2.54336168,1,1.0,6,0.499975397,83,0.0123048696,29,0.21704653,-1,-1,189.461637
2.14375918,1,1.0,6,0.499975397,83,0.0492194783,5,0.562207371,-1,-1,166.527662
2.4798091,1,1.0,6,0.499975397,83,0.0268469882,50,0.0905856868,-1,-1,243.962547
3.38997297,1,1.0,6,0.499982168,83,0.0889316797,29,0.148991295,-1,-1,321.321383
2.230902,1,1.0,6,0.499975397,83,0.0436263558,51,0.0249610837,5,0.389220488,187.794356
1.97966706,1,1.0,6,0.499982168,51,0.0230412676,50,0.0649861377,-1,-1,175.294189
1.75429126,1,1.0,6,0.499982168,74,0.0219340867,5,0.421660418,56,0.0140437348,120.81092
3.35632366,1,1.0,6,0.499982168,83,0.0385929931,29,0.314537179,-1,-1,252.736826
1.73701083,1,1.0,6,0.499982168,50,0.0162465344,56,0.062558455,-1,-1,173.458792
3.47777267,1,1.0,6,0.499982168,74,0.133511832,5,0.324354168,-1,-1,296.950289
2.02359471,1,1.0,6,0.499982168,83,0.0293642339,51,0.0360019806,-1,-1,200.651818
2.11331615,1,1.0,6,0.499975397,51,0.0595225843,56,0.0663877946,-1,-1,219.199049
1.8898451,1,1.0,6,0.499982168,83,0.0285252557,50,0.0177234921,5,0.227047918,157.320728
2.43698974,1,1.0,6,0.499975397,51,0.0307213338,50,0.0807394165,29,0.0478238118,211.24001
3.45154191,1,1.0,6,0.499982168,74,0.0724778518,51,0.0460825352,50,0.076801799,321.521457
1.76457683,1,1.0,6,0.499982168,51,0.0475226144,5,0.259483334,56,0.0140437348,133.371542
2.05747715,1,1.0,6,0.499975397,51,0.063362751,29,0.0367875475,5,0.583830732,133.962003
2.00639438,1,1.0,6,0.499982168,83,0.0218134309,51,0.0489626936,-1,-1,193.571565
1.98762264,1,1.0,6,0.499982168,83,0.0134236498,51,0.0633634858,-1,-1,186.061639
3.5509327,1,1.0,6,0.499982168,74,0.0915509707,51,0.0547230105,50,0.0384008995,332.787889
2.70135988,1,1.0,6,0.499982168,83,0.0704741613,50,0.0413548149,5,0.778450003,217.115804
2.61781731,1,1.0,6,0.499982168,50,0.168373175,5,0.746014586,-1,-1,186.199022
1.95705244,1,1.0,6,0.499982168,29,0.135195805,5,0.0486531252,56,0.0102136253,143.347192
2.21856143,1,1.0,6,0.499975397,51,0.063362751,50,0.0472620975,5,0.281103686,175.601677
2.43960525,1,0.963453012,6,0.481709326,51,0.0804720226,50,0.0540732141,5,1.0,158.482209
2.02793421,1,1.0,6,0.499982168,83,0.0243303652,50,0.0457856879,-1,-1,196.276877
2.71926408,1,1.0,6,0.499975397,83,0.0346773597,74,0.049589534,-1,-1,285.462939
3.41318801,1,1.0,6,0.499982168,74,0.0724778518,51,0.120966655,-1,-1,321.178101
1.96747424,1,1.0,6,0.499982168,51,0.0590432482,50,0.0280621958,-1,-1,175.000621
2.1655393,1,1.0,6,0.499982168,83,0.0159405841,74,0.0390998937,-1,-1,213.871892
2.74114136,1,1.0,6,0.499975397,74,0.0724770113,51,0.0249610837,-1,-1,265.169728
2.5074282,1,0.880871325,6,0.440419955,83,0.0665128584,5,1.0,-1,-1,179.98254
2.11331615,1,1.0,6,0.499975397,51,0.0595225843,56,0.0663877946,-1,-1,219.199049
2.15077311,1,1.0,6,0.499982168,74,0.0429145175,50,0.0221543651,-1,-1,200.767389
3.10588994,1,1.0,6,0.499982168,51,0.0460825352,50,0.189050582,-1,-1,282.690775
3.52150706,1,1.0,6,0.499982168,74,0.051497421,29,0.292464395,-1,-1,254.131161
3.76419723,1,1.0,6,0.499982168,74,0.122067961,50,0.0472626456,-1,-1,352.171557
2.62682988,1,1.0,6,0.499982168,50,0.115202699,56,0.104689659,-1,-1,281.652007
2.07234058,1,0.474315329,6,0.237149206,74,0.013570009,5,1.0,-1,-1,94.3120868
2.87269891,1,1.0,6,0.499982168,50,0.180188836,56,0.0485147202,-1,-1,282.326472
1.95705244,1,1.0,6,0.499982168,29,0.135195805,5,0.0486531252,56,0.0102136253,143.347192
2.96463849,1,1.0,6,0.499982168,83,0.083897811,51,0.0518428521,5,0.389225002,280.587257
2.50167355,1,1.0,6,0.499975397,83,0.0447449803,51,0.0307213338,50,0.0275695569,260.641929
2.48619932,1,1.0,6,0.499975397,83,0.0302028617,50,0.0846779246,-1,-1,247.022828
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188
2.69186222,1,1.0,6,0.499982168,51,0.0950452288,50,0.0443087302,56,0.0817090025,281.486259
2.12926035,1,1.0,6,0.499975397,83,0.0302028617,50,0.0354465731,5,0.540584011,158.658738
3.21924494,1,1.0,6,0.499982168,74,0.0209804308,50,0.203820159,-1,-1,293.511533
1.70955893,1,1.0,6,0.499982168,83,0.0109067154,50,0.0221543651,5,0.518966669,108.087953
1.59439704,1,1.0,6,0.499982168,50,0.0206774074,5,0.746014586,-1,-1,82.6760404
2.71890888,1,1.0,6,0.499975397,74,0.0559471666,29,0.0956476236,-1,-1,231.777208
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748
2.44569295,1,1.0,6,0.499975397,74,0.0686624318,5,0.345973767,-1,-1,196.860255
